year,episode_number,title,airdate,rating,total_votes,desc
2005,215,Unaru Netsukyuu Goukyuu! Kaizoku Dodgeball!,2005-01-09,6.9,391.0,The Davy Back Fight has just finish and Foxy is already asking for a rematch. Hit and Dead Ball game begins and the Straw Hat Crew must avoid all the tricky rules.
2005,216,Dangai no Kessen! Daruma-san ga Koronda!,2005-01-09,6.8,396.0,"The rematch begins and the Straw Hat Team is in trouble when the Hit and Dead Ball game is lost. Hopes are hanging upon the second game, DTD, where teams must rush to touch old Oni. The outcome is unexpected."
2005,217,Captain Taiketsu! Saishuusen Combat!,2005-01-16,7.0,414.0,"After losing two nakamas, Nami doubles the bet and the last round of the Davy Back fight starts. Luffy and Foxy battle in the Sexy Foxy ship, where the evil Foxy's beams are putting Luffy in a hurry."
2005,218,Zenkai Noro Noro Kougeki VS Fujimi no Luffy,2005-01-23,7.2,409.0,"Foxy carries Luffy into his ship where he has the advantage. Several rooms with dangerous weapons are waiting for him, and the Noro Noro beam keeps our hero frozen."
2005,219,Souzetsu Nettou Combat! Unmei no Saishuu Kecchaku,2005-01-30,7.5,403.0,Luffy defeats Foxy using a piece of mirror that got stuck in his afro and wins the Davy Back Fight. 500 nakamas come into his crew among which he gets Robin and Chopper back. Old Oni meets his grandson the digger.
2005,220,Ushinatta? Ubawareta? Omae wa Dare Da?,2005-02-06,7.1,344.0,"After leaving Long Ring Long Land the crew drops the anchor in an unknown island to spend the night. They are visited by a mysterious Fishwoman who plays a song, and everybody wakes up without their memories, except Robin."
2005,221,Fue o Idaita Nazo no Shounen to Robin no Suiri!,2005-02-13,7.0,343.0,Robin is the only one who has her memories untouched and she must keep the crew together. Nami and Zoro leave on their own but the archaeologist manages to convince the rest. The mysterious guilty boy appears.
2005,222,Iza Kioku o Dakkan Seyo! Kaizoku Dan Shima ni Jouriku,2005-02-20,6.7,347.0,Luffy and his crew confronts the Mysterious Boy but he escapes after giving Luffy's memories back. The crew goes after his lost friends but the Boy has some plans for Zoro. Robin begins to unravel the mystery.
2005,223,Kiba o Muku Zoro! Tachihadakatta Yajuu!,2005-02-27,7.0,341.0,"Robin discovers the secret of the memories-eating monster and goes after him with Sanji, Chopper, Usopp, Luffy and Nami, whose gold Sanji is carrying. Zoro comes looking for Luffy and the battle begins."
2005,224,Honjou o Awarashita Kioku Dorobou no Saigo Gyakushuu,2005-03-06,6.8,341.0,The Seahorse and the boy confront the crew but Sanji kick's the boy's ass just when he is trying to attack Nami and Usopp. Memories come back and the battle begins. Luffy is the only one who can fight without memories.
2005,225,Hokori takaki otoko! Gin Gitsune no Foxy,2005-03-13,6.5,357.0,"The Straw Hat Crew find Foxy in the sea and help him get to his ship. Luffy fights against the pirates that are trying to steal the Sexy Foxy and defeats them, just to discover that Foxy has been planning treason."
2005,226,Mottomo Muteki ni Tsuyoi Yatsu? Tomottomo Kiken na Otoko!,2005-03-20,6.6,360.0,"After being defeated again, Foxy keeps trying to disturb and the crew surprises him using a crab robot. Luffy and friends land in a new island where they find a powerful marine leader, Aokiji."
2005,227,Kaigun Honbu Taishou Aokiji! Saikou Senryoku no Kyoui,2005-03-27,8.9,1515.0,"Aokiji says to be in the island just to locate the whereabouts of Robin, and both he and the crew help the shipwreck survivors to leave the island. But then the Admiral decides to fight and he attacks Nico."
2005,228,Gomu to Koori no Ikkiuchi! Luffy vs Aokiji,2005-03-27,8.1,491.0,Luffy tells the crew to protect Robin and leave him alone with Aokiji. Ice and Rubber face each other but the Straw Hat captain is defeated. Sanji and Zoro save him and the Going Merry continues it's voyage.
2005,229,Shissou Umi Ressha to Mizu no Toshi Water Seven,2005-04-17,7.5,440.0,The Straw Hat Crew arrives to a Blue Station where they meet the great Sea Train. Old guard Kokoro tells them about Water 7 and they sail to the island looking for a carpenter to repair the Going Merry.
2005,230,Suijou Toshi no Bouken! Mokushise Kyodai Zousen Koujou,2005-04-24,7.6,430.0,"Luffy, Nami and Usopp go with the gold looking for exchange and the shipyards where they can repair their ship. Chopper finally finds a library but Robin disappears. Zoro receives some visits in the Going Merry."
2005,231,Franky ikka to Iceberg san!,2005-05-01,7.6,429.0,"Zoro gets rid of the Franky Family, while Sanji gets lost in the city and watches Robin disappear with a masked man. Luffy, Nami and Usopp meet carpenter Kaku and Mayor Iceberg. The Franky Family steals their money."
2005,232,Garera Company! Soukan Ichiban Dock,2005-05-15,7.6,425.0,"The Franky Family is still after the money while Zoro talks with Kaku about the Going Merry. When Kaku returns to the shipyard with the terrible news, Luffy and Nami realizes that Usopp is gone."
2005,233,Kaizoku Yuukai Jiken to Shi o Matsu Dake no Kaizokusen,2005-05-22,7.8,430.0,Usopp is kidnapped by the Franky Family. Nami and Luffy realize and Luffy goes after him. The rest of the crew is receiving the new about Merry. Usopp confront the burglars at the Franky House.
2005,234,Nakama Kyuushutsu! Harikomi Franky House,2005-06-05,9.0,1556.0,"The Straw Hat Crew arrives to the Franky House looking for their friend and they easily beat the Franky Famlily, but their boss has already escaped with the money. Chopper heal Usopp while Luffy makes a decision."
2005,235,Gekka no Oogenka! Kanashimi ni Hirugaeru Kaizokuki!,2005-06-12,9.3,1902.0,Usopp is healed by Chopper and he asks for the Going Merry's future. A worrying quarrel begins when Luffy tells him his decision. He and Usopp argue until the Lier leaves the ship and asks Luffy for a duel.
2005,236,Luffy VS Usopp! Butsukaru Otoko no Iji,2005-06-19,9.5,2519.0,"The most terrible fight begins and Usopp has prepared some tricks to fool Luffy, but the strength of the captain is clear. Memories go back and forth while even Merry is crying."
2005,237,Genkishin Mizu no Toshi! Nerawareta Iceberg,2005-07-03,7.6,419.0,"The crew has moved to a hotel when Nami arrives with the news about Iceburg. She and Luffy go to find out more while Sanji and Chopper keep tracing Robin. In dock 1, Franki appears looking for Luffy."
2005,238,Gomu Gomu Ningen VS Ka o Fuku Cyborg,2005-07-10,8.0,437.0,Franky wants to fight Luffy but in the meantime Iceburg awakes and tell the carpenters what he saw. The Galle-La five go after Luffy and they interrupt the fight. Aqua Laguna is coming.
2005,239,Hannin wa Mugiwara Kaizukudan? Mizu no Toshi Youjinbou,2005-07-31,7.8,423.0,"Franky interferes in the battle and Nami and Luffy escape. The city is looking for the Straw Hat Pirates when Luffy rushes into Iceburg's residence, trying to find the truth. Iceburg confirms Robin's guilt."
2005,240,Eien no Wakare? Yamo o Hiku Onna Nico Robin,2005-08-07,7.9,436.0,"The crew is spread throughout the city, Sanji and Chopper go back to the ship to warn Usopp about the Aqua Laguna. Chopper smells Robin and she declares her farewell."
2005,241,Robin o Tsukamaero! Mugiwara Ichimi no Ketsui,2005-08-14,7.6,420.0,The crew decides to go after Robin and determine once and for all whether she is their nakama or not. People of Water 7 gather in Iceburg's residence to protect him during the arrival of Aqua Laguna.
2005,242,Aizu wa Hougeki to Tomoni! Ugokidashita CP9,2005-08-21,8.1,446.0,"Night has fallen and the Galley-La soldiers are waiting. CP9 spies appear while the Straw Hat Crew is patiently waiting hidden in a tree. Iceburg tries to protect his treasure, but it's too late. Battle has began."
2005,243,Kamen o Totta CP9! Sono Odoroki no Sugao,2005-09-04,9.0,1567.0,Luffy decides to start moving but he gets stuck between two buildings. The rest of the crew makes it to the back garden where they are forced to beat the shipwrights. CP9's identities are unmasked in front of Iceburg's eyes.
2005,244,Himeta Kizuna! Iceberg to Franky,2005-09-11,8.9,1448.0,"CP9 members untangle Iceburg's plan to maintain Pluton's whereabouts in secret and decide to go after Franky. Meanwhile, both Luffy and Pauly, and Nami, Zoro and Chopper arrive to Iceburg's room."
2005,245,Kaete Koi Robin! CP9 to no Taiketsu!,2005-09-18,8.4,714.0,The CP9 members show their true strength when the Straw Hat Pirates decide to attack. Either Luffy nor Zoro manage to beat them. There are 2 minutes left for the huge fire and Robin escapes once again.
2005,246,Mugiwara Kaizoku Dan Zenmetsu? Model Leopard no Kyoui,2005-10-23,7.9,434.0,"The Galley-La company main building is set on fire and the CP9 members go after Franky, who is trying to make friends with Usopp. Aqua Laguna has arrived and both Luffy and Zoro have been thrown to the water."
2005,247,Fune kara mo Aisareta Otoko! Usopp no Namida!,2005-10-30,8.0,431.0,Franky shows Usopp how inevitable the perish of the Going Merry is and the mysteries about the man who repaired the ship in Skypeia are revealed. The CP9 agents arrive to Franky's hidden warehouse.
2005,248,Franky no Kako! Umi ressha ga Hashitta Hi,2005-11-06,8.1,442.0,CP9 agents discover an antique room in the warehouse. Memories awake while Franky tries to stop them before everything is destroyed: Tom's prosecution and the Umi Ressha's first trip.
2005,249,Spandum no Inbou! Umi Ressha ga Yureta Hi,2005-11-13,8.1,443.0,Goverment CP5 agent Spandam frames Tom so he can freely investigate him and find Pluton's blueprints. The Fishman hands the plans to his apprentices and the beginning of Iceburg and Franky's enmity is revealed.
2005,250,Densetsu no Otoko no Saigo! Umi Ressha ga Naita Hi,2005-11-20,8.9,1406.0,"Tom decides not to fight against the government and accepts to go to Eines Lobby in exchange of the exoneration of Iceburg and Franky. Franky can't bear the guilt and attacks Spandam, who is now CP9 boss."
2005,251,Uragiri no Shinsou! Robin no Kanashiki Ketsui!,2005-11-20,8.8,1220.0,"The CP9 agents take Frany and Usopp and prepare the last-minute departure of the Umi Ressha. Meanwhile, Chopper rescues Pauly and Iceburg, who tells Nami the truth about Robin. Sanji's plan comes into action."
2005,252,Nakama o Hikihanasu Kiteki! Hashiridasu Umi Ressha,2005-12-04,7.9,420.0,Chopper goes to search the city looking for Luffy and Zoro while Nami rushes to the train station. The Umi Ressha departs earlier than expected due to the Aqua Laguna and Sanji decides to sneak in.
2005,253,Sanji Totsunyuu! Arashi no Naka no Umiressha Battle!,2005-12-11,7.7,423.0,Sanji is spotted by the agents in the last wagon and forced to fight. The Aqua Laguna is arriving and Pauly prevents Nami from drowning. She goes looking for Luffy and find him stuck between two walls.
2006,99,Nisemono no Iji! Kokoro no Hanrangun Kamyu!,2002-02-03,6.9,502.0,Straw Hat crew helps Vivi testing a group of men pretending to be Rebel Army who guard a small village.
2006,100,Hanrangun Senshi Kouza! Vivi ni Chikatta Yume!,2002-02-10,7.5,547.0,"Luffy and crew take a break for lunch in the desert, and Vivi reveals her past with Kohza, the leader of the Rebel Army."
2006,101,Kagerou no Kettou! Ace vs Otoko Scorpion,2002-02-17,6.8,514.0,"Ace pursues a bounty hunter who claims he has defeated Blackbeard, only to find that it is a total lie. Ace concludes that Blackbeard isn't in Alabasta and leaves Luffy's crew."
2006,102,Iseki to Mayoigo! Vivi to Nakama to Kuni no Katachi,2002-02-24,7.0,475.0,"Luffy, Zoro, and Chopper get lost in the desert."
2006,103,Spiders Cafe ni 8-ji Teki Kanbu Shuugou,2002-03-03,7.3,513.0,"Baroke Work's teams 1,2, and 4 meet at the Spider's Cafe to await for the meeting with Mr 0. They are carried to the Rain Dinner casino where Crocodile reveals his identity. Meanwhile, Luffy's crew meets with Toto, Kohza's father."
2006,104,Luffy Tai Vivi! Nakama ni Kakeru Namida no Chikai,2002-03-10,7.8,538.0,Luffy and Vivi fight against each other when Luffy says that Vivi's idea to stop the rebellion is naive and the only way to solve the problem in Arabasta is by defeating the Crocodile.
2006,105,Alabasta Sensen! Yume no Machi Rainbase,2002-03-17,7.8,512.0,"Instead of trying to stop the Rebel Army to war against the kingdom's Army, Straw Hat's crew decides to go after Crocodile at Rainbase, only to meet with Smoker and Tashigi once more and fall right into Crocodile's trap."
2006,106,Zettai Zetsumei no Wana! Rain Dinners Totsunyuu,2002-03-24,8.1,528.0,"Most of Straw Hat's crew is trapped along with Smoker by Crocodile. Vivi and a royal guardian, Pell, fight against Miss All Sunday."
2006,107,Utopia Sakusen Hatsudou! Ugokidashita Uneri,2002-04-14,8.0,517.0,"Operation Utopia is set into motion. With his devil fruit's ability, Mr. 2 impersonates King Cobra and orders the destruction of Nanohana. Enraged, Rebel Army begins to move."
2006,108,Kyoufu no Bananawani to Mr. Prince,2002-04-21,8.1,536.0,"Vivi tries desperately to get the key of the cage that traps most of Craw Hat crew from the humongous crocodiles known as Bananawani. Meanwhile, someone contacts Crocodile and introduces himself as Mr. Prince."
2006,254,Nami Tamashii no Sakebi! Mugiwara no Luffy Fukkatsu!,2006-01-22,8.0,434.0,"Nami and Chopper find Luffy and Zoro and struggle to rescue them. Zoro recovers his Sandai Kitetsu and breaks the chimney, while Luffy tears two buildings apart. The crew is gathered and Nami reveals the truth about Robin."
2006,255,Mou Hitotsu no Umi Ressha! Rocketman Shutsugeki,2006-01-29,7.9,414.0,"The Straw Hat Crew goes to an abandoned warehouse where old Kokoro shows them another train, the Rocket Man. They find Iceburg, who has been setting it up, and depart to chase the Umi Ressha."
2006,256,Nakama o Sukue! Tekidoushi ga Musunda Chikai no Kizuna!,2006-02-05,7.8,416.0,"The Franky Family joins the Straw Hat pirates when the Rocket Man is leaving the city, and in the way Pauly and two more shipwrights appear in the train. Tree teams must work together to defeat CP9."
2006,257,Nami o Kudake! Luffy to Zoro no Saikyou Combo,2006-02-26,8.0,423.0,"In order to avoid the dangerous wave that's coming ahead, Luffy and Zoro join their forces. Sanji and Franky are decided to go after Robin but Usopp considers that it's not his duty. In exchange, a mysterious hero appears."
2006,258,Nazo no Otoko Toujou!? Sono Na wa Sogeking!,2006-03-05,8.0,443.0,"Sanji, Franky and mysterious Sogeking mock T-Bone and his men and release their wagon, leaving them behind. The friends meet master Okama Kempo and Sanji bid them to move forward."
2006,259,Kokku Taiketsu! Sanji vs Ramen Kenpou,2006-03-12,7.4,406.0,"Sanji is forced to use his hands in the battle against chef Ramen Kempo, who has build himself a noodle armor. The Straw Hat chef uses knifes in order to defeat him."
2006,260,Yane no Ue no Kettou! Franky VS Nero,2006-03-19,7.7,408.0,Cybor man Franky is in danger when new CP9 agent Nero discovers his weak point. He adopts a centaur shape and beats him against the train's roof.
2006,261,Gekitotsu! Onigiri Zoro VS Funekiri T-Bone,2006-04-02,7.9,419.0,The Rocket Man and his people spots a halved Sea King and Zoro decides to fight against the responsible. T-Bone is running through Umi Ressha rails towards Puffing Tom when he sees the light coming towards him.
2006,262,Robin Soudatsusen! Sogeking no Kisaku!!,2006-04-16,8.3,691.0,"The Rocket Man meet a strange toad in the middle of the road, while Sanji, Franky and Sogeking manage to take Robin and split the wagons. Robin insists upon going to Enies Lobby but Sanji begs her to return with the crew."
2006,263,Shihou no shima! Enies Lobby!,2006-04-30,7.9,418.0,The Rocket Man train is diverted from the rails due to Yokozuna's rage but old Kokoro calms him and the Kaeru joins the crew. Franky Family finds Sanji and Sogeking. Puffing Tom arrives to Enies Lobby.
2006,264,Jouriku Sakusen Shidou! Mugiwara Ichimi Totsunyuu Seyo!,2006-05-21,8.0,426.0,"The Straw Hat pirates, Franky Family, Galley-La shipwrights and Sogeking prepare their strategy to land in Enies Lobby, but Luffy can't wait and rushes on his own. The battles commences sooner than expected."
2006,265,Luffy Kaishingeki! Shihou no Shima de Daikessen!!,2006-06-04,7.9,419.0,"The Franky Family along with the shipwrights manage to open the first gate and make it to the main entrance though two brother giants, Oimo and Kashi, stop them. The Straw Hat crew is waiting and Luffy has an army in front of him."
2006,266,Kyojinzoku to no Koubou! Daini no Tobira o Akero!,2006-06-11,7.8,408.0,Kashi the giant is defeated when the King Bulls arrive to the main entrance and only Oimo is left. Luffy avoids unnecessary fight with the marines and heads to the Headquarters. The Straw Hat crew's time has come.
2006,267,Katsuro o Hirake! Sora o Tobu Rocketman!,2006-06-18,7.9,418.0,"The main team has arrived. Bending the outside fence of the island inward, Rocketman uses it as a ramp and flies through the first and second gates."
2006,268,Luffy ni Oitsuke! Mugiwara Ichimi Souryokusen,2006-06-25,8.0,417.0,Straw Hat Pirates and ally engage into battles everywhere on the main island while they are trying to catch up with Luffy.
2006,269,Uragirareta Robin! Sekai Seifu no Omowaku!,2006-06-25,8.0,418.0,Spandam plans on taking the Straw Hat Pirates prisoner despite his agreement with Robin to leave Straw Hat Pirates alone if she surrenders herself to the government.
2006,270,Robin o Kaese! Luffy VS Blueno!,2006-07-02,8.6,1056.0,"Luffy slingshots himself to the top part of the courthouse, where Blueno stands waiting for him."
2006,271,Tachidomaru na! Hangeki no Noroshi o Agero!,2006-07-09,8.1,423.0,Luffy fights against Blueno in the Palace's roof while the Straw Hat Crew receives help from Sogeking and the giants. CP9 agents Kaku and Califa are congratulated with two Akuma No Mi.
2006,272,Luffy Mokuzen! Saibansho Mae hiroba e Shuuketsu Seyo,2006-07-23,8.2,458.0,"The Straw Hat Crew arrives to the foot of the main gate, on the roof of which Luffy is fighting with Blueno. In order to protect his nakama, the captain unravels new amazing abilities."
2006,273,Subete wa Nakama o Mamoru Tame ni! Gear Second Hatsudou,2006-07-30,9.2,1675.0,"Nami, Zoro, Chopper and Sanji are approaching the main island's limit and the Franky crew must pull down the levers of the bridge. Luffy demonstrates his strength and Robin hears him approach."
2006,274,Kotaero Robin! Mugiwara Ichimi no Sakebi!!,2006-08-06,9.3,1889.0,Zoro gets lost in the palace and decides to open a hole in the ceiling. His attack draws Nami and Chopper with it and together they get to the roof. Sanji kicks his way up and Sogeking is thrown by Kashi. The gang reunites again.
2006,275,Robin no Kako! Akuma to Yobareta Shoujo!,2006-08-13,8.9,1492.0,"CP9 boss Spandam threatens Robin with the Buster Call and her sorrowful memories arise. As a girl, always disrespected by her people, she met Saul the giant, who awakes laugh in her. 4 days later, a mysterious visit arrives."
2006,276,Shukumei no Oyako! Sono Haha no Na wa Orubia!,2006-09-10,9.0,1492.0,Saul realizes he knows Robin's mother and warns her about the imminent danger. Olvia talks to the archaeologists and goes after 20-year-ago CP9 captain. The world government sets the ancient library on fire and Saul runs to take Robin with him.
2006,277,Ohara no Higeki! Buster Call no Kyoufu,2006-09-24,9.3,1755.0,"The Ohara archaeologists tell their theory about what they think that happened during the Lost Century. The Buster Call is summoned and the Tree of Knowledge is set on fire. Robin is rescued by Saul, the ex vice admiral."
2006,278,Ikitai to Ie! Oretachi wa Nakama Da!!,2006-09-24,9.6,2980.0,"Since she was 8, Robin's life has been a constant struggle to survive. Everybody has told her that her existence was a crime, and now Luffy begs her to stay alive."
2006,279,Taki ni Mukatte Tobe!! Luffy no Omoi!!,2006-10-01,6.5,354.0,A summary of Luffy's backstory.
2006,280,"Otoko no Ikizama! Zoro no Waza, Usopp no Yume",2006-10-08,6.0,344.0,A summary of Zoro and Usopp's backstory.
2006,281,Namida ga Tsumuida Nakama no Kizuna! Nami no Sekai Chizu,2006-10-15,6.2,358.0,A summary of Nami's backstory.
2006,282,Wakare ga Otoko o Migaku! Sanji to Chopper,2006-10-22,6.0,338.0,A summary of Sanji and Chopper's backstory.
2006,283,Subete wa Nakama no Tame ni! Yami no Naka no Robin!,2006-10-29,6.0,342.0,"A summary of Robin's backstory, as well as the reasons of her recent actions."
2006,284,Sekkeizu wa Watasanai! Franky no Ketsudan,2006-11-05,8.0,428.0,Franky decides to burn the blueprint he holds all this time in front of Spandam. Straw Hat Pirates crosses into the Tower of Law with Rocketman.
2006,285,Itsutsu no Kagi o Ubae! Mugiwara Ichimi Tai CP9,2006-11-12,7.9,406.0,"The key to open the seastone handcuff on Robin is owned by 5 members of CP9. Thus, each Straw Hat Pirate and Franky engages themselves into battle against CP9. Meanwhile, Spandam and Lucci takes Robin to Gates of Justice through a secret passage."
2006,286,Akuma no Mi no Chikara! Kaku to Jabra Daihenshin,2006-11-19,7.9,410.0,"Zoro encounters Kaku, while Usopp tries to steal a key from sleeping Jabura. Both are the user of Zoan-type devil fruits, enable Kaku turns into a giraffe and Jabura turns into a wolf."
2006,287,Shinde mo Keran! Sanji Otoko no Kishidou!,2006-11-26,7.9,406.0,"Sanji encounters Kalifa, and because of his vow to rather die than kick a woman, he is defeated easily. Seeing Sanji being defeated and in a horrible condition, Nami decides to take over and fights against Kalifa."
2006,288,Fukurou no Gosan! Ore no Cola wa Inochi no Mizu!,2006-12-03,8.1,419.0,Franky gets into a fist fight with Fukuro.
2006,289,Zoro Shinwaza Sakuretsu! Katana no Na wa Sogeking?,2006-12-10,8.1,424.0,"Accidentally, Zoro and Usopp get handcuffed together and neither Jabura nor Kaku has the right key to open the handcuff. Thus, Zoro is forced to fight them both by using Usopp as his sword."
2006,290,Seigyo Funou! Chopper Kindan no Rumble,2006-12-17,8.5,786.0,"Chopper struggles against Kumadori, and he has reached his limit in using Rumble Balls. But it is impossible for him to win without the power given by his Rumble Ball. So Chopper decides to use Rumble Balls once more and goes totally berserk."
2006,291,Luffy Oyabun Futatabi! Yume ka Utsutsu ka Tomikuji Soudou,2006-12-24,5.9,370.0,"In Grand Jipangu in Edo period, a little girl named Rika takes care of an ill man whom she calls Tot-san. Assuming Rika as the daughter, Buggy the Clown kidnaps her. Luffy comes to rescue her."
2007,135,Uwasa no Kaizokugari! Sasurai no Kenshi Zoro,2002-12-01,6.9,409.0,"In his quest to repair his katana, Zoro defeats two brother pirates."
2007,139,Niji-iro no Kiri Densetsu! Ruluka Tou no Roujin Henzo,2003-01-08,6.9,403.0,"The gang lands in Ruluka island, where they meet old professor Henzo and his lifetime studies about the Rainbow Mist. Sanji fights the son of current mayor Wetton."
2007,140,Eien no Kuni no Juunin! Pumpkin Kaizokudan!,2003-01-12,6.7,407.0,"Luffy, Zoro, Ussop, Nico and Professor Henzo enter the Rainbow Mist where they find the Pumpkin Pirates. Meanwhile, Nami, Chopper and Sanji find out that the Going Merry is gone and decide to go after it."
2007,141,Furusato e no Omoi! Dasshutsu Funou no Kaizoku Hakaba!,2003-01-19,6.7,401.0,Henzo makes friends with the pumpkin pirates but Rapanui remains distrustful. Luffy and friends try to find the way out from the Rainbow Mist while Nami sails to help them. Sanji and Chopper prepare to fight Wetton's people.
2007,142,Ransen Hisshi! Wetton no Yabou to Niji no Tou,2003-01-26,6.7,404.0,"Whetton has the large tower in the city falls into the Rainbow Mist, creating a bridge that connects both world. He and his men then cross the bridge to take the treasures inside."
2007,143,Soshite Densetsu ga Hajimaru! Iza Niji no Kanata e,2003-02-02,7.5,410.0,The end of Whetton's tax run.
2007,144,Ubawareta Log! Salvage-ou Mashira!,2003-02-09,7.2,475.0,"In order to find the way to the mythical sky island, Skypiea, the Straw Hat Pirates must explore a sunken ship, working around the King of Salvagers, Masira, as well as the dangerous beasts of the deep."
2007,145,Kaibutsu Toujou! Shirohige Ichimi ni wa Te o Dasuna,2003-02-16,7.5,488.0,"As if escaping the jaws of a giant sea turtle and dealing with an infuriated Masira weren't enough, the crew also has to contend with monsters that reach up to the sky and blot out the sun! In the meantime, Buggy and his crew have to put up with Portgas D. Ace, second in command to the dangerous Whitebeard!"
2007,146,Yume o Miruna! Azakeri no Machi Mock Town!,2003-02-23,8.0,512.0,"The Straw Hat Crew arrives to Jaya and Luffy, Zoro and Nami walk into town to find information about the Sky Island, but on the way they meet $55.000.000-reward pirate Bellamy who mocks about their quest."
2007,147,Kaizoku no Takami! Yume o Kataru Otoko to Kaitei Tansaku Ou,2003-03-09,7.7,502.0,"Luffy and Zoro are beaten by Bellamy so they and Nami go back to the ship. Robin finds information about the Sky Island and the crew departs, but they are confronted with pirate Shojo."
2007,148,"Densetsu no Ichizoku! ""Usotsuki Norland""",2003-03-16,7.6,468.0,"Luffy and his friends meet Cricket Montblanc, the great-great-grandchild of Norland the Lier, and he tells them the story about the City of Gold."
2007,149,Kumo Kaji Ippai! Southbird o Oe!,2003-03-23,7.4,457.0,"The crew is ordered by Cricket to find a Southbird, because otherwise they will not be able to orient in the open sea. Bellamy arrives at the diver's house."
2007,150,Yume wa Kanawanai!? Bellamy VS Saruyama Rengou,2003-04-13,8.1,499.0,Bellamy steals the Sarumaya Alliance gold while the crew is hunting a Southbird. Luffy goes after Bellamy.
2007,151,Ichioku no Otoko! Sekai Saikou Kenryoku to Kaizoku Kurohige,2003-04-20,9.3,2124.0,Luffy defeats Bellamy and recovers Cricket's gold.
2007,152,Fune wa Sora o Yuku! Knock-Up Stream ni Nore,2003-04-27,8.2,527.0,The Gold Merry is repaired and the crew sails to meet the Knock Up Stream and find the Sky Island. Blackbeard goes after Luffy.
2007,153,Koko wa Sora no Umi! Sora no Kishi to Tengoku no Mon,2003-05-04,7.7,460.0,"wandering trough the Sea of the Sky, the crew meets Gan Fall, the Knight of the Sky. He saves them from the attack of a treasure hunter. Later, they find the way up to the White White Sea."
2007,154,Kami no Kuni Skypiea! Kumo no Nagisa no Tenshi-tachi,2003-05-11,7.5,466.0,"The Straw Hat Crew arrives to Skypiea, where they meet angels Conis and her father Pagaya. Nami gets lost while trying to drive the Waver."
2007,155,Kindan no Seichi! Kami no Sumu Shima to Ten no Sabaki!,2003-05-18,7.4,458.0,Nami meets some mysterious warriors in the Forbidden Island while Pagaya tries to repair the old Waver the crew found in the Lower World. The White Berets go after the pirates for their illegal enter into Skypiea.
2007,156,Hayaku mo Hanzaisha!? Skypiea no Hou no Bannin,2003-06-08,7.5,460.0,The White Berets try to force the crew to pay the fee while Nami is returning from the Forbidden Island. They fight and defeat the Berets and become class 2 criminals.
2007,292,Oshiro de Mochimaki Dai Race! Akai Hana no Inbou,2007-01-07,5.7,414.0,"The Great Mochimaki Race, a festival about who can catch a Mochimaki with a great treasure inside, is running, but Buggy has a conspiracy for stealing the treasure before the festival starts."
2007,293,Awa Tsukai Kalifa! Nami ni Semaru Sekken no Wana,2007-01-14,7.9,416.0,"Chopper in his Monster Point easily defeats Kumadori. Nami has trouble with Kalifa's Devil fruit. Meanwhile, Luffy finally catches up with Spandam, Rob Lucci, and Nico Robin."
2007,294,Hibikiwataru Kyouhou! Hatsudou Buster Call,2007-01-21,8.0,411.0,"While bragging to Nico Robin, Spandam accidentally invokes the Buster Call. Meanwhile, the rematch between Monkey D. Luffy and Rob Lucci finally begins."
2007,295,Gonin no Nami? Hangeki wa Shinkirou to Tomo ni!,2007-01-28,7.7,394.0,"As the battle between the Straw Hats and CP9 rages on. Nami finds a weakness of Kalifa's ability: water. After returning herself to normal, she then uses her Perfect Clima-tact to duplicate herself by five."
2007,296,Nami no Ketsudan! Bousou Chopper o Ute!,2007-02-04,8.1,427.0,"Nami ends her fight with Kalifa. Franky shoots Chopper down into the sea, while Zoro and Sogeking are set free."
2007,297,Kariudo Sanji Toujou? Usotsuki Ookami ni Okuru Banka,2007-02-11,8.1,414.0,"Sogeking gets beaten up by Jabra and is saved at the last second by Sanji, who then fights Jabra. While Zoro and Kaku continue their fight, Franky tries to catch up with Robin."
2007,298,Shakunetsu no Keri! Sanji Ashiwaza no Full Course,2007-02-25,8.5,741.0,"Sanji seems to be at a disadvantage due to the active use of Tekkai Kenpo by Jabra, however he uses various kicks from a newly introduced technique called ""Diable Jambe"", which he uses to finish off Jabra."
2007,299,Hakujin no Moushuu! Zoro Tai Kaku Kyouryoku Zangeki Taiketsu,2007-03-04,8.2,441.0,The battle between Zoro and Kaku rages on. Meanwhile Franky finally reaches Luffy.
2007,300,Kishin Zoro! Kihaku ga Miseta Asura no Keshin,2007-03-11,9.2,1669.0,"Zoro finally defeats Kaku with his new technique, Asura, meanwhile Luffy activates Gear Second in his fight against Rob Lucci, who in turn transforms into his half-leopard form."
2007,301,Spandam Kyougaku! Shihou no Tou ni Tatsu Eiyuu,2007-03-18,9.2,1596.0,"Robin finds out that Spandam is the son of Spandine, the man who invoked the Buster Call on Ohara. Sogeking snipes Spandam with his Kabuto and saves Robin, while Franky releases her Seastone handcuffs."
2007,302,Robin Kaihou! Luffy Tai Lucci Choujou Kessen,2007-03-25,8.1,425.0,"Nico Robin and Franky take down some Marines, and while the fight between Luffy and Rob Lucci continues, the Gear Second effect finishes."
2007,303,Hannin wa Luffy Oyabun? Kieta Oozakura o Oe,2007-04-01,5.9,340.0,"The sakura are blooming and a festival is to be celebrated the next day. But, Ninjin is sick and cannot go to the festival. That makes Chopper and Luffy feel really sad."
