year,episode_number,title,airdate,rating,total_votes,desc
2010,476,Luffy Chikaratsuku! Oris Hiroba no Souryokusen!!,2010-11-21,9.2,1610.0,"Ace thinks back to his childhood, when he fought with anyone who spoke ill of Roger, and wondering if he should ever have been born."
2010,477,Inochi o Kezuru Chikara: Tension Hormone Futatabi,2010-11-28,9.1,1544.0,Whitebeard falters for a moment as a result of his age and physical condition.
2010,478,Yakusoku no Tame ni!! Gekitou! Luffy to Coby,2010-12-05,9.3,1726.0,Luffy with his newly restored strength continues on to the execution platform to save Ace and is warned by Ivankov that the hormones only trick his body.
2010,479,Shokeidai Mokuzen! Hirakareta Ace e no Michi!!,2010-12-12,9.2,1574.0,Luffy uses Haki unintentionally just as Ace is about to be executed.
2010,480,Sorezore no Eranda Michi: Luffy vs Garp!,2010-12-19,9.5,2025.0,"Luffy unwillingly hits Garp, who is blocking his way to Ace. As Garp falls, the bridge crumbles."
2010,481,Ace Kyuushutsu! Shirohige Saigo no Senchou Meirei!,2010-12-26,9.5,2384.0,Ace is freed at last as he and Luffy fight their way back to escape from Marineford.
2011,482,Hi o mo Yaki Tsukusu Chikara: Akainu Hijou no Tsuigeki,2011-01-09,9.6,3393.0,Whitebeard aims to take down the whole of Marineford and orders his crew and the other pirates to flee.
2011,483,Kotae o Sagashite: Hiken Ace Senjou ni Shisu,2011-01-16,9.8,5549.0,An eerie silence falls over the battlefield as Luffy and Ace share a heartbreaking final moment together.
2011,484,Kaigun Honbu Houkai! Shirohige Kotobanaki Ikari!,2011-01-23,9.7,3308.0,"Luffy's has a breakdown due to the emotional trauma of Ace's death, causing Jinbe to take him away."
2011,485,Kejime o Tsukeru: Shirohige vs Kurohige Kaizokudan,2011-01-30,9.8,4755.0,"Blackbeard and his pirates arrive in Marineford, as they are taken down from the execution platform by Whitebeard."
2011,486,Show no Kaimaku: Akasareta Kurohige no Takurami,2011-02-06,9.4,1960.0,The news of Whitebeard's death is already spreading all over the world. Silvers Rayleigh also hears the news.
2011,487,Akainu no Shuunen! Luffy o Osou Magma no Kobushi,2011-02-13,9.2,1695.0,"Blackbeard expresses his desire to sink Marineford into the ocean after destroying the fortress, but Sengoku attacks him, saying that the island is a symbol of justice in the world."
2011,488,Hisshi no Sakebi: Unmei o Kaeru Yuuki Aru Suubyou,2011-02-20,9.5,2422.0,"The fight in Marineford still rages on, as Trafalgar Law arrives to rescue Luffy."
2011,489,Shanks Kenzan! Choujou Sensou Tsui ni Shuuketsu,2011-03-06,9.5,2368.0,Law and his crew take Jinbe and Luffy inside their submarine.
2011,490,"Gun'yuu Kakkyo Su! ""Atarashii Jidai"" no Hajimari!",2011-03-20,8.4,996.0,"As Luffy's fate hangs in the balance, word spreads that the war is over and people all over the world rejoice on the news of the Marines' victory."
2011,491,Nyougashima Jouriku: Luffy o Semeru Kakoku na Genjitsu,2011-03-27,8.5,1036.0,"Brownbeard was seen taking over Foodvalten saying it was not a Whitebeard territory anymore, Iva said goodbye to Jinbe and the others."
2011,492,"Saikyou Tag! Funtou, Luffy to Toriko!",2011-04-03,5.6,372.0,"After eating the Hungrila Bird that they captured, Luffy and Toriko team up again to save Nami and Komatsu who have been kidnapped by the Cocoalas."
2011,493,Luffy to Ace: Kyoudai no Deai no Monogatari!,2011-04-10,8.3,918.0,Garp drops Luffy to live with the Dadan Family where he meets Ace - who immediately dislikes Luffy.
2011,494,Sabo Toujou! Gray Terminal no Shounen,2011-04-17,8.1,660.0,"Luffy discovers the end of the forest is a slum dumpster named Gray Terminal, a lawless area full of homeless people searching for valuables thrown out by the town's people."
2011,495,Ore wa Nigenai: Ace Kesshi no Kyuushutsu Sakusen,2011-04-24,7.8,597.0,Ace and Sabo rescue Luffy from Porchemy by defeating him.
2011,496,Itsuka Umi e! Sannin no Akudou Chikai no Sakazuki!,2011-05-01,8.0,661.0,Sabo is seen by his father but Sabo pretends to not know him.
2011,497,Dadan Ikka to no Wakare!? Kansei! Himitsu Kichi,2011-05-08,7.8,590.0,"Luffy, Ace and Sabo were going about their usual mischief until Garp turned up, and attacked them for still wanting to be pirates."
2011,498,Luffy Deshiiri!? Kaizoku Ou to Tatakatta Otoko!,2011-05-15,7.4,435.0,"Ace, Sabo, and Luffy chase down a Danpa and succeeds to catch it, but a tiger steals it."
2011,499,Ootora to no Kessen! Senchou ni Naru no wa Dare Da!,2011-05-22,7.4,427.0,"Ace, Sabo and Luffy help Naguri make a pirate ship."
2011,500,Ubawareta Jiyuu! Sankyoudai ni Semaru Kizoku no Wana,2011-05-29,7.7,487.0,"Sabo, Luffy and Ace are caught by the Bluejam Pirates."
2011,501,Hanatareta Honoo: Gray Terminal no Kiki,2011-06-05,7.8,483.0,Sabo is being chased by his father's men.
2011,502,Jiyuu wa Doko ni Aru? Shounen no Kanashiki Funade,2011-06-12,7.8,516.0,"While Dadan and Ace stay behind to fight Bluejam, the rest of the Dadan Family and Luffy make a quick escape."
2011,503,Yoroshiku Tanomu! Kyoudai kara Todoita Tegami!,2011-06-19,8.9,1374.0,Sabo's ship is destroyed by a World Noble.
2011,504,Yakusoku o Hatasu Tame: Sorezore no Tabidachi!,2011-06-26,8.1,646.0,"After the death of Sabo, Ace and Luffy continue their training while the others discover the Revolutionaries' ship."
2011,505,Aitsura ni Aitee! Luffy Namida no Sakebi,2011-07-03,9.0,1456.0,"Luffy still distraught at the death of Ace, blames it on his weakness."
2011,506,Mugiwara no Ichimi Gekishin! Motarasareta Kyouhou,2011-07-10,7.9,594.0,"On Kuraigana Island, Zoro confronts several Humandrills and is nearly defeated, but then Mihawk appears and scares them away."
2011,507,Meiou Rayleigh to no Saikai: Luffy Ketsudan no Toki,2011-07-17,7.9,588.0,"On Maiden Island, Rayleigh kills a Sea King and arrives on the island in front of Law's crew."
2011,508,Senchou no Moto e: Sorajima no Datsugoku to Fuyujima no Jiken,2011-07-31,7.3,410.0,"At Amazon Lily, Luffy tries to make up his mind regarding Rayleigh's offer, as he made a promise to his crew to meet in three days."
2011,509,Sesshoku! Daikengou Mihawk: Zoro Iji no Shitou,2011-08-07,7.6,417.0,Zoro tried to go back to the sea using the small boat given to him by Mihawk but he could not get past the humandrills.
2011,510,Sanji no Junan: Oukoku e to Kikan Shita Joou!,2011-08-14,7.5,406.0,"Chopper leaves the Torino Kingdom, while riding one of the birds, hoping to be able to aid Luffy."
2011,511,Masaka no Saijouriku! Luffy Marineford e!,2011-08-21,8.1,460.0,"The Marine Headquarters have started rebuilding, and the Marines had a meeting about Monkey D. Luffy."
2011,512,Nakama ni Todoke: Kakemeguru Dai News!,2011-08-28,7.8,442.0,Some of Luffy's old friends from Impel Down and around the world read the news about Luffy's second appearance at Marineford.
2011,513,Ugokidasu Kaizoku-tachi! Kyoutendouchi no Shinsekai,2011-09-04,7.4,406.0,Trafalgar Law and his crew talk about going to the New World.
2011,514,Jigoku o Ikinuke: Sanji Otoko o Kaketa Shoubu,2011-09-11,7.2,400.0,Nami tricks the old men into letting her stay on Weatheria. Franky stumbles upon Vegapunk's hidden laboratory and finds more blueprints and decides to study them.
2011,515,Madamada Tsuyoku Naru! Zoro Senchou e no Chikai,2011-09-18,7.8,412.0,"While being put on display in a cage, Brook feels appreciative towards all that Luffy had done for him and decides that he will move on and continue to aid Luffy."
2011,516,Luffy Shugyou Kaishi: 2-nengo ni Yakusoku no Basho de,2011-09-25,9.1,1530.0,Jinbe leaves Luffy with Rayleigh. Rayleigh takes Luffy to an abandoned island to begin his training. Rayleigh introduces Luffy to the concept of Haki and then demonstrates the three different types of Haki.
2011,517,Shinshou Kaimaku: Saishuuketsu! Mugiwara no Ichimi,2011-10-02,9.1,1639.0,"After two years of being separated, the Straw Hats return to Sabaody Archipelago."
2011,518,Isshokusokuhatsu! Luffy Tai Nise Luffy,2011-10-09,8.2,672.0,"Fake Luffy and the real Luffy come face-to-face, though the imposter is quickly beaten thanks to Luffy's use of Haki."
2011,519,Kaigun Shutsudou: Nerawareta Mugiwara no Ichimi,2011-10-16,7.9,606.0,"Robin visits the Thousand Sunny and meets Franky there. Chopper goes to the Fake Straw Hat Pirates, mistaking them for his own crew."
2011,520,Oomono Shuuketsu: Nise Mugiwara Ichimi no Kyoui,2011-10-23,7.8,542.0,"Brook finishes his concert when the Marines arrive to capture him, but he escapes."
2011,521,Sentou Kaishi! Misero Shugyou no Seika!,2011-10-30,9.2,1654.0,"While the rest of the Straw Hats prepare to set sail, Luffy gets a chance to show off his new powers in a brutal throw down between notorious pirates, navy soldiers, and deadly Pacifistas."
2011,522,Zen'in Shuugou: Luffy Shinsekai e no Funade,2011-11-06,8.6,959.0,Luffy along with Zoro and Sanji are heading to Grove #42.
2011,523,Kyougaku no Shinjitsu: Sunny-gou o Mamotta Otoko,2011-11-13,7.8,577.0,Caribou is seen punishing the Fake Straw Hats for making him join them instead of the real Straw Hat Pirates.
2011,524,Kaichuu no Shitou: Arawareta Oounabara no Akuma,2011-11-20,7.5,353.0,"The Caribou Pirates attack the Straw Hats. While Caribou manages to get on the Thousand Sunny, the rest of his crew gets pulled away by Mohmoo, who gets frightened when he recognizes the Straw Hats from his time in Arlong Park."
2011,525,Shinkai de Sounan: Hagureta Mugiwara no Ichimi,2011-11-27,7.6,340.0,"Luffy, Zoro and Sanji are facing the Kraken."
2011,526,Kaitei Kazan Funka! Nagasarete Gyojintou,2011-12-04,7.5,336.0,"The Flying Dutchman shows up and Vander Decken tells Wadatsumi to crush the Thousand Sunny, but then the Kraken beats Wadatsumi."
2011,527,Gyojintou Jouriku: Uruwashiki Ningyo-tachi,2011-12-11,7.6,336.0,"The Straw Hat Pirates encounter Hammond, some sea-beasts and other fishmen from the New Fishman Pirates."
2011,528,Koufun Bakuhatsu! Sanji Seimei no Kiki!,2011-12-18,7.4,339.0,"Sanji playing in a pool with the mermaids in Mermaid Cove, Luffy, soaking his feet on the side of the pool, comments on how nice it must be to swim, Camie suggests that Luffy could wear a bubble in order to do so."
2011,529,Gyojintou Metsubou!? Sharley no Yogen,2011-12-25,7.3,352.0,"As blood donors are finally found, the recovering Sanji stays at the Mermaid Cafe while Luffy, Usopp and Camie meet Pappag and Brook."
2012,530,Gyojintou no Ou: Kaishin Neptune!,2012-01-08,7.4,336.0,Straw Hat Pirates are in a town on Fishman Island and King Neptune and Megalo appear to invite the Straw Hats to Ryugu Palace.
2012,531,Ryuuguujou! Tasuketa Same ni Tsurerarete,2012-01-15,7.1,341.0,"Luffy, Nami, Usopp, Brook, Camie, and Pappag travel with King Neptune to Ryugu Palace."
2012,532,Yowamushi de Nakimushi! Koukakutou no Ningyo Hime,2012-01-22,7.3,331.0,"Vander Decken IX reveals that he plans to marry the princess, using his Mark-Mark Fruit curse to throw a giant axe at her."
2012,533,Kinkyuu Jitai Hassei: Senkyo Sareta Ryuuguujou,2012-01-29,7.3,331.0,"The guards around Zoro and the others are preparing to pop their air bubble, however, Nami found some bubbly coral and made the whole room fill with air and Zoro prepares to fight Neptune."
2012,534,Ryuuguujou Gekishin! Shirahoshi Yuukai Jiken,2012-02-05,7.5,335.0,Luffy leads Shirahoshi out of her tower inside Megalo while Brook and the Minister of the Right tells them to stop.
2012,535,Hody Shuurai: Fukushuu Keikaku no Hajimari,2012-02-12,7.3,328.0,"Luffy is still on his way to the Sea Forest with Shirahoshi, when he notices something going to the Ryugu Palace, which is revealed to be Hody and Vander Decken IX."
2012,536,Ryuuguujou no Kessen! Zoro Tai Hody,2012-02-19,7.7,341.0,Neptune begs someone to protect her daughter. Hody just comments on how weak he is and states he only joined his army for military strength and knowledge. He states he will revive the dream and ambition of Arlong.
2012,537,Shirahoshi o Mamore: Decken no Tsuigeki,2012-02-26,7.7,335.0,"Chopper tries to persuade Sanji to not turn around, or else he will see Shirahoshi and die. But Sanji turns around and after seeing the princess, turns into stone."
2012,538,Ichimi Haiboku!? Hody Ryuuguujou Seiatsu,2012-03-04,7.6,328.0,"Zoro cuts Hody and asks for Neptune's help to escape from Ryugu Palace. Unfortunately, Hody who was unconscious comes to his senses after taking an Energy Steroid and successfully stops Neptune and the Straw Hats from escaping."
2012,539,Yomigaeru Innen! Nami to Gyojin Kaizokudan!,2012-03-18,7.5,335.0,"Robin continues her search while the New Fishman Pirates begin to take over. People are also seen being forced to step on a photo, and if they do not, they are considered as enemies."
2012,540,Dorei Kaihou no Eiyuu: Boukenka Tiger,2012-03-25,7.7,348.0,"Otohime confronts a robber who was stealing money so he could buy food for his ten children. Otohime and Jinbe try to change Fishman island, and Jinbe leaves the Army to join the Sun Pirates."
2012,541,Kizaru Toujou! Tiger o Nerau Wana!,2012-04-01,8.1,397.0,"Entering a flashback, Neptune holds a baby Shirahoshi commenting on Tiger's attack on Mary Geoise, stating he would not be able to attend a summit for a long time because of it."
2012,542,Team Kessei! Chopper o Sukue,2012-04-08,5.7,297.0,"Toriko and Komatsu are seen fishing when Komatsu catches a Harusame. After defeating it, Luffy suddenly comes out of the Harusame's mouth and surprises Toriko and Komatsu."
2012,543,Eiyuu no Saigo: Tiger Shougeki no Shinjitsu,2012-04-15,8.1,412.0,"The Sun Pirates start making their way to Koala's hometown, while giving her a slight makeover, new clothes and cutting her hair. on their ship, Koala still acts like a slave would, doing chores without being asked and asking for orders."
2012,544,Kaizokudan Bunretsu: Jinbe Tai Arlong,2012-04-22,7.5,341.0,"After Fisher Tiger's death, Arlong, enraged, betrays his last wishes and decides to attack and kill villagers of Koala's village for selling him out, upon trying he is easily beaten by Vice-Admiral Borsalino and taken into Marine custody."
2012,545,Yureru Gyojintou! Hyouchaku Shita Tenryuubito,2012-04-29,7.3,340.0,"With Jinbe having been accepted as a Shichibukai, the Sun Pirates return to Fishman Island."
2012,546,Totsuzen no Higeki! Mirai o Tozasu Kyoudan,2012-05-06,7.9,356.0,Vander Decken IX discovers about the Tamatebako and wishes to use it to age Shirahoshi after she grows up a little.
2012,547,Futatabi Genzai e! Ugokidasu Hody,2012-05-13,7.7,327.0,"After Otohime passed away, Hody Jones had found and killed the suspected human assassin and showed him to the people."
2012,548,Oukoku Gekishin: Neptune Shokei Shirei,2012-05-20,7.5,319.0,Hody makes his announcement to take over the Ryugu Kingdom with the execution of King Neptune as the start of his new rule. Hody also announces that he will kill Straw Hats so that they will serve as example to all humans in the surface.
2012,549,Shoujita Kiretsu! Luffy Tai Jinbe,2012-05-27,7.6,321.0,"Luffy and Jinbe start their duel to see who gets to fight Hody, but their fight was cut short by Sanji's and Robin's interference."
2012,550,Hody no Ihen: Kyouyaku no Shin no Chikara!,2012-06-01,7.0,326.0,"The New Fishman Pirates head to the Gyoncorde Plaza to execute King Neptune but before getting at the plaza, they demonstrate a little taste of their power by terrorizing and destroying everything in their path."
2012,551,Kessen Hajimaru: Gyoncorde Hiroba!,2012-06-10,7.1,328.0,Neptune's army put up an attempt to stop Hody Jones and his pirates from reaching Gyoncorde Plaza but seeing the king held hostage prevents them from attacking.
2012,552,Shougeki no Kokuhaku: Otohime Ansatsu no Shinjitsu,2012-06-17,7.2,330.0,Jinbe and Shirahoshi are captured by the New Fishman Pirates when they fall into a trap due to a balloon version of King Neptune which easily tricks Shirahoshi and Megalo.
2012,553,Shirahoshi no Namida! Luffy Tsui ni Toujou,2012-06-24,8.1,392.0,Shirahoshi reveals that Megalo witnessed Hody shooting Queen Otohime and told her in secret.
2012,554,Dai Gekitotsu! Mugiwara Ichimi VS 10 Man no Teki,2012-07-01,9.0,1452.0,The citizens celebrate at the arrival of Luffy and his crew. Jinbe comments on how his plan with the Straw Hat Pirates crew worked. Luffy takes down half of Hody's forces with Haki.
2012,555,Oowaza Sakuretsu! Zoro Sanji Shutsugeki!,2012-07-08,7.9,336.0,"The Straw Hat Pirates begin their attack with Luffy, Zoro and Sanji taking the lead in the fight but mostly it is the latter two of the three who begin showing their new powers and abilities from their two year separation and training."
2012,556,Hatsu Hirou! Sunny Gou no Himitsu Heiki!,2012-07-15,7.6,328.0,The battle rages on between the Straw Hats and the New Fishman Pirates. Sanji and Zoro are competing over who can take down the most fishmen.
2012,557,Iron Pirate! Franky Shougun Toujou,2012-07-29,7.5,325.0,"The battle between the New Fishman Pirates and the Straw Hats continues, with the Straw Hats gaining the upper hand. Seeing this, Daruma decides to join the fight, targeting the Brachio Tank V and collapsing the ground underneath it."
2012,558,Noah Sekkin! Gyojintou Kaimetsu no Kiki!,2012-08-05,7.3,323.0,Luffy and Hody continue their fight with Luffy getting the upper hand with Haki and Hody's attacks being ineffective against Luffy.
2012,559,Isoge Luffy! Shirahoshi Zettaizetsumei,2012-08-12,7.1,322.0,"Shirahoshi begins swimming out to sea in an attempt to lure the ark Noah away and save Fishman Island, while Luffy gets Sanji's help to allow him to reach the ship's chains and stop Hody."
2012,560,Gekitou Kaishi! Luffy Tai Hody!,2012-08-19,7.3,327.0,"Hody takes his trident out of Vander Decken's body and, after a short fight, Decken is defeated. Then Hody goes after Shirahoshi, slicing through Ryuboshi and Manboshi, reaches her with his incomparable underwater speed, and grabs her hair."
2012,561,Dairansen! Ichimi Tai Shin Gyojin Kaizokudan!,2012-08-26,7.3,328.0,Luffy along with the three princes try to protect Shirahoshi against Hody Jones.
2012,562,Luffy Haiboku!? Hody Fukushuu no Toki,2012-09-02,7.0,321.0,"As the Noah falls onto the Fishman Island, Shirahoshi desperately tries to tell Decken to wake up only for Hody to attack her but Manboshi takes the blunt of the attack."
2012,563,Shougeki no Jijitsu! Hody no Shoutai!,2012-09-09,6.9,320.0,"The story goes back before the Noah started falling back to the island. Jinbe and Sanji continue to fight Wadatsumi and Wadatsumi becomes angry and inflates himself, crushing some of his allies unknowingly."
2012,564,Zero ni! Luffy e no Atsuki Negai!,2012-09-16,7.2,322.0,Hody's past is revealed and Luffy continues his fight with him.
2012,565,Luffy Konshin no Ichigeki! Red Hawk Sakuretsu,2012-09-23,7.7,341.0,Brook continues to fight Zeo and reveals his new control over his Yomi Yomi no Mi abilities. Usopp continues to fight Daruma and has set traps for him.
2012,566,Tsui ni Kecchaku! Hody Saishuu Kessen,2012-09-30,7.6,326.0,Hody recovers thanks to the Energy Steroids and manages to overwhelm Luffy and bite him again in the same spot.
2012,567,Tomare Noah! Kesshi no Elephant Gatling!,2012-10-07,7.5,337.0,All of the New Fishman Pirates lie down defeated while the Straw Hat Pirates are relaxing and waiting for Luffy.
2012,568,Mirai e! Taiyou e to Tsuzuku Michi!,2012-10-14,7.7,364.0,"With the Sea Kings having stopped and saved the great ship Noah, Shirahoshi learns a startling secret from the Sea Kings."
2012,569,Akasareta Himitsu: Kodai Heiki no Shinjitsu,2012-10-21,7.4,335.0,"As the whole Fishman Island celebrates the capture and defeat of Hody and the New Fishman Pirates by the Straw Hats, who make their own plans to leave Fishman Island soon."
2012,570,Ichimi Kyougaku! Aratanaru Kaigun Gensui!,2012-11-28,7.9,365.0,King Neptune talks about the Ancient Weapons with Shirahoshi and Nico Robin while Caribou listens and makes his way to Shirahoshi's room.
2012,571,Okashizuki! Yonkou Big Mom,2012-11-04,7.9,350.0,"The rest of the Straw Hats are waiting for Luffy, Zoro, and Sanji to return the treasure from Caribou. They find Caribou easily with all the treasure."
2012,572,Zento Tanan: Shin Sekai ni Machiukeru Wana,2012-11-11,7.6,319.0,"The Minister of the Right was thanking the Straw Hats for saving Fishman Island, when suddenly he got a report that the Tamate Box is gone and is in the hands of Baron Tamago and Pekoms."
2012,573,Tsui ni Shukkou! Sayonara Gyojin-tou,2012-11-18,7.4,323.0,The mermaids and Keimi from the Mermaid Cafe ask Madam Shyarly if they can say good bye to the Straw Hats. Madam Shyarly says that her prediction that Luffy will destroy Fishman Island was wrong since they defeated Hody and his Pirates.
2012,574,Shin Sekai e! Saikyou no Umi o Mezashite,2012-11-25,7.3,320.0,The Straw Hats are Heading into the New World.
2012,575,Z no Yabou Hen: Chiisana Kyojin Lily!,2012-12-02,6.9,283.0,The Straw Hats find themselves in a middle of an infamous sea in the New World known for its mirages and outrageous weather patterns.
2012,576,Z no Yabou Hen: Nazo no Saikyou Gundan Toujou!,2012-12-09,6.9,280.0,"Nami creates a plan for the Straw Hats to rescue Lily's father, Panz Fry. Chopper, Robin, Brook, and Luffy are the diversion group while Usopp, Sanji, Zoro, and Lily are in the submarine."
2012,577,Z no Yabou Hen: Kesshi no Dai Dasshutsu Sakusen!,2012-12-16,6.7,285.0,"Luffy and Zoro face off against Shuzo and Momonga. The Straw Hats, Lily, and her father manage to escape with a Coup de Burst and the anchor connected to the Thousand Sunny."
2012,578,Z no Yabou Hen: Luffy VS Shuzo!,2012-12-23,6.6,307.0,Shuzo orders his men to be launched at the island like torpedoes and sacrifice themselves for him.
2013,579,Jouriku! Moeru Shima Punk Hazard,2013-01-08,7.5,349.0,"The Straw Hats have arrived at a volcanic island that does not show on the New World Log Pose. Luffy in his enthusiasm votes to go to the island, though most of the crew were reluctant to go because of the sea of fire blocking their way."
2013,580,Shakunetsu no Tatakai! Luffy Tai Kyodai Ryuu!,2013-01-13,7.4,341.0,"Luffy and Zoro start fighting the dragon, which is shown to be able to speak and breathe fire."
2013,581,Ichimi Souzen! Shougeki no Kubi dake Samurai Toujou!,2013-01-20,7.1,340.0,"Luffy, Zoro, Usopp, and Robin are standing near the dead dragon that Zoro killed and Luffy is trying to pull out the man who is stuck in the dragon's body."
2013,582,Kyougaku! Tsui ni Akasareru Shima no Himitsu,2013-01-27,7.3,337.0,"Franky, Sanji, Nami and Chopper are surprised that the samurai is still alive after being cut."
2013,583,Kodomo-tachi o Sukue! Ichimi Sentou Kaishi,2013-02-03,7.1,334.0,"Nami's group escaped the prison cell and end up in the Biscuits Room, where they find giant children."
2013,584,Kenjutsu Shoubu: Brook Tai Nazo no Doutai Samurai,2013-02-10,7.5,329.0,"At the lake, Luffy's group have been attacked by Brownbeard and his centaur unit who's job was to intercept and eliminate any obvious intruders."
2013,585,Shichibukai! Trafalgar Law,2013-02-17,7.8,355.0,"Chopper and Nami, leading the children stumble upon a room with people frozen in it. Franky, Sanji and the samurai start to make their way towards Nami and Chopper. Luffy, Zoro, Usopp and Robin get attacked by the centaurs."
2013,586,Dai Pinch: Luffy Gokkan no Mizuumi ni Shizumu,2013-03-03,7.8,342.0,"Luffy, Zoro, Usopp and Robin try to get to the ice side of Punk Hazard but their ship gets capsized by Brownbeard. As Brownbeard's troop prepares attack them again, Zoro gets ready to destroy their bullets but gets dragged down by sharks."
2013,587,Gekitotsu! Law VS Smoker Chuujou,2013-03-17,8.2,415.0,"Law was going to to cut up Tashigi into little pieces but Smoker saved her and started fighting against Law. Luffy, Zoro, Robin and Usopp are riding on top of Brownbeard after defeating him and his centaurs."
2013,588,2 Nenburi no Saikai! Luffy to Law,2013-03-24,7.8,333.0,Tashigi tries to see what happened in the fight. Luffy's group sees the flying warship. Luffy sees Law and thanks him for saving him two years ago. Law says that they aren't friends and Luffy agrees since they were both after One Piece.
2013,589,Sekai Saiaku Kyoufu no Kagakusha Caesar,2013-03-31,7.3,323.0,The G-5 Marines discussed if Caesar Clown was probably behind the unusual events at the island and that the child abduction cases in that area may have been real.
2013,590,Jijou Saikyou Colabo VS Umi no Taishokukan,2013-04-07,5.6,379.0,"Featured characters of One Piece, Toriko, and Dragon Ball Z enter the IGO tournament in order to gain the Carat meat, which is said to be the most tasteful in the world. However, it leads in a tie between Goku, Toriko, and Luffy."
2013,591,Chopper Gekido Master Hidounaru Jikken,2013-04-14,7.4,330.0,"The children and the Straw Hat Pirates are in a cave with Brownbeard tied up talking about the Master. Zoro, Sanji and Brook go to look for Kin'emon, who had gone to look for his torso."
2013,592,Ichimi Massatsu! Densetsu no Koroshiya Raishuu!,2013-04-21,7.1,324.0,"Yeti Cool Brothers make their way to the destroyed lab where the Straw Hats and the children are. Monet tells Caesar Clown about Law having some relation to Luffy, which makes Caesar mistrust Law until Law reassures him."
2013,593,Nami o Sukue! Luffy Yukiyama no Tatakai,2013-04-28,7.6,326.0,Chopper tells the others that Nami in Franky's body was kidnapped by the Yeti Cool Brothers. Franky in Chopper's body takes a Rumble Ball. Luffy and Franky go after the Yeti Cool Brothers to save Nami and defeat them.
2013,594,Kessei! Luffy-Law Kaizoku Doumei!,2013-05-05,7.8,340.0,"Luffy and Law agree on an alliance; the rest of the Straw Hat Pirates disapprove while Nico Robin approves, even if she warns Luffy about a possible betrayal in a pirate alliance."
2013,595,Master o Toraero: Kaizoku Doumei Sakusen Kaishi!,2013-05-12,7.4,326.0,"Zoro, Sanji and Brook are trying to find the samurai and remember what happened to them. They had been knocked out by the Yeti Cool Brothers, who used a gas that makes people drunk."
2013,596,Zenmetsu no Kiki: Shi no Monster Hirai,2013-05-19,7.4,320.0,Luffy declares that he will capture Caesar. Law will distract Monet while Chopper finds an antidote for drug.
2013,597,Dai-Gekisen: Caesar Shin no Nouryoku Hatsudou!,2013-05-26,7.9,322.0,"Sanji, Kin'emon, Brook and Zoro see Smiley. Brook talks about a story of a creature called Slime which melts the clothes of women, making everyone act perverted except for Zoro, who points out that the slime is killing the fish in the lake."
2013,598,Honoo Kirisaku Samurai! Kitsunebi no Kin'emon!,2013-06-02,7.5,318.0,Law's heart is crushed by the mysterious man named Vergo who was sent along with Monet to watch over Caesar.
2013,599,Shougeki! Nazo no Otoko Vergo no Shoutai!,2013-06-09,7.6,329.0,Law gets beaten up by Vergo. Yarisugi tells the parents of the missing children that they are dead. Caesar takes the children from Usopp and Nami.
2013,600,Kodomo-tachi o Mamore! Semaru Master no Ma no Te,2013-06-16,7.3,325.0,"As Luffy and Law remain captives in Caesar's lab along with the others who were captured, Caesar Clown goes to retrieve the children from the remaining Straw Hat Pirates."
2013,601,Shin Sekai Gekishin: Caesar Akumu no Jikken,2013-06-23,7.2,318.0,"G-5 Marine soldiers try to break into the lab. Meanwhile, Mocha starts to doubt Caesar and his subordinates."
2013,602,Shijou Saiaku no Satsuriku Heiki! Shinokuni,2013-06-30,7.4,315.0,"Smiley eats the candy and begins its transformation, wreaking havoc on Punk Hazzard."
2013,603,Hangeki Kaishi! Luffy-Law Daidasshutsu,2013-07-07,7.8,320.0,"As the Underworld Brokers watch the video feed of the captive Straw Hats and Marines, Eustass Kid and Killer decided to ignore it for more important matters, such as forming alliances."
2013,604,Mezase R-tou! Kaizoku Doumei Kaishingeki!,2013-07-14,7.5,314.0,"Although they made it into the lab, the Straw Hat Pirates left a large hole in the side of it, allowing Shinokuni to spread."
2013,605,Tashigi no Namida: G-5 Kesshi no Toppa Sakusen,2013-07-21,7.4,327.0,"Caesar Clown orders the passage between building A and B to be closed, allowing Shinokuni to kill the intruders."
2013,606,Uragiri no Chuujou! Kichiku no Vergo,2013-07-28,7.4,318.0,"After getting through the gates and thinking they're safe, G-5 Marines get a surprise visit from Vice Admiral Vergo."
2013,607,Hakunetsu no Gekisen: Luffy VS Caesar,2013-08-11,8.0,328.0,"Luffy finally reaches Caesar and attacks him, while Smoker leaves in order to find Vergo."
2013,608,Yami no Kuromaku! Doflamingo Ugoku!,2013-08-18,7.5,322.0,"Law walks into the SAD room, Vergo speaks with Doflamingo about Law while Baby 5 attacks him."
2013,609,Luffy Toushi!? Kyoufu no Yukionna Monet!,2013-08-25,7.6,316.0,"Chopper uses Monster Point, trying to prevent the children from taking more candy. Luffy faces Monet and gets trapped but manages to make a hole in the floor and escape."
2013,610,Butsukaru Kobushi! Futari no Chuujou no Tatakai,2013-09-01,7.4,319.0,"Smoker and Vergo begin their fight in the SAD Room. At the same time, Sanji, Tashigi, and the G-5 Marines are running through the battle-torn B-block when a gas tank explodes, causing Shinokuni to get in."
2013,611,Chiisana Dragon! Momonosuke Arawaru,2013-09-08,7.3,314.0,"Luffy meets Momonosuke in the garbage dump of Block C. In a flashback, Momonosuke didn't want the candy Caesar gave out to the children and he got hungry so he ate a devil fruit which turned him into a dragon."
